event_idx,row_idx,t,dT_dt,Tsel
1,4327,2025-09-12 20:35:34,0.0438333333333334,-1.87166666666667
2,7013,2025-09-12 21:25:54,0.0409999999999999,-2.66133333333333
3,7644,2025-09-12 21:37:44,0.0381666666666669,-2.743
4,7678,2025-09-12 21:38:22,0.0405,-2.62666666666667
5,7811,2025-09-12 21:40:51,0.041166666666667,-2.822
6,7880,2025-09-12 21:42:09,0.0391666666666666,-2.75166666666667
7,7947,2025-09-12 21:43:24,0.0408333333333335,-2.60466666666667
8,8107,2025-09-12 21:46:24,0.0356666666666665,-2.75866666666667
9,8147,2025-09-12 21:47:09,0.0418333333333336,-2.649
10,8322,2025-09-12 21:50:26,0.0401666666666667,-2.724
11,8505,2025-09-12 21:53:51,0.0353333333333332,-2.82366666666667
12,8551,2025-09-12 21:54:43,0.0410000000000004,-2.67833333333333
13,8761,2025-09-12 21:58:39,0.0373333333333334,-2.702
14,8867,2025-09-12 22:00:38,0.0396666666666665,-2.887
15,8904,2025-09-12 22:01:20,0.0348333333333333,-2.83966666666667
16,9111,2025-09-12 22:05:12,0.0373333333333334,-2.91566666666667
17,9149,2025-09-12 22:05:55,0.0414999999999999,-2.86266666666667
18,9204,2025-09-12 22:06:57,0.0371666666666663,-2.73166666666667
19,9243,2025-09-12 22:07:41,0.0348333333333333,-2.89833333333333
20,9333,2025-09-12 22:09:22,0.0401666666666669,-2.94166666666667
21,9392,2025-09-12 22:10:28,0.0364999999999998,-2.819
22,9582,2025-09-12 22:14:02,0.0375000000000003,-2.844
23,9636,2025-09-12 22:15:02,0.0365000000000002,-2.82066666666667
24,9668,2025-09-12 22:15:38,0.0356666666666665,-2.943
25,9740,2025-09-12 22:16:59,0.0351666666666663,-2.91366666666667
26,9779,2025-09-12 22:17:43,0.0394999999999999,-2.91833333333333
27,9819,2025-09-12 22:18:28,0.0351666666666668,-2.79966666666667
28,10045,2025-09-12 22:22:43,0.0353333333333334,-2.83666666666667
29,10339,2025-09-12 22:28:14,0.0355000000000003,-3.001
30,10426,2025-09-12 22:29:52,0.0364999999999998,-2.87633333333333
31,10592,2025-09-12 22:32:59,0.0353333333333337,-3.052
32,10671,2025-09-12 22:34:28,0.0346666666666671,-2.86
33,10800,2025-09-12 22:36:55,0.0383333333333333,-3.06533333333333
34,11218,2025-09-12 22:44:46,0.0414999999999999,-3.08266666666667
35,11455,2025-09-12 22:49:18,0.0388333333333335,-2.99833333333333
36,11761,2025-09-12 22:55:03,0.0361666666666669,-3.13233333333333
37,11817,2025-09-12 22:56:06,0.0390000000000001,-3.06633333333333
38,12036,2025-09-12 23:00:12,0.0374999999999996,-3.04966666666667
39,12247,2025-09-12 23:04:10,0.0415000000000001,-3.126
40,12305,2025-09-12 23:05:15,0.0364999999999998,-3.00033333333333
41,12402,2025-09-12 23:07:05,0.0340000000000003,-3.18033333333333
42,12449,2025-09-12 23:07:58,0.0391666666666666,-3.092
43,12481,2025-09-12 23:08:34,0.0366666666666668,-3.07566666666667
44,12623,2025-09-12 23:11:14,0.0383333333333336,-3.161
45,12674,2025-09-12 23:12:12,0.0435000000000003,-3.10833333333333
46,12725,2025-09-12 23:13:09,0.0351666666666666,-3.026
47,12897,2025-09-12 23:16:23,2.03425,-2.974
48,12957,2025-09-12 23:17:32,0.0350000000000001,-3.01733333333333
49,13084,2025-09-12 23:19:55,0.0356666666666667,-2.98933333333333
50,13258,2025-09-12 23:23:11,0.0396666666666665,-3.128
51,13660,2025-09-12 23:30:44,0.0366666666666666,-3.176
52,13712,2025-09-12 23:31:43,0.0390000000000001,-3.10266666666667
53,13912,2025-09-12 23:35:28,0.0371666666666668,-3.15033333333333
54,14127,2025-09-12 23:39:30,0.0366666666666666,-3.01766666666667
55,14690,2025-09-12 23:50:05,0.039166666666667,-3.20166666666667
56,16772,2025-09-13 00:29:14,0.0389999999999999,-3.08266666666667
57,17376,2025-09-13 00:40:34,0.0368333333333335,-3.232
58,17571,2025-09-13 00:44:14,0.04,-3.12766666666667
59,18204,2025-09-13 00:56:08,0.0401666666666667,-3.13133333333333
60,18776,2025-09-13 01:06:54,0.0381666666666669,-3.18166666666667
61,20016,2025-09-13 01:30:11,0.0413333333333334,-3.129
62,20217,2025-09-13 01:33:57,0.04,-3.14733333333333
63,20418,2025-09-13 01:37:43,0.0401666666666665,-3.13333333333333
64,20718,2025-09-13 01:43:21,0.0381666666666669,-3.292
65,21023,2025-09-13 01:49:05,0.0398333333333332,-3.142
66,21206,2025-09-13 01:52:31,0.0383333333333333,-3.18633333333333
67,21363,2025-09-13 01:55:28,0.0373333333333337,-3.29033333333333
68,21413,2025-09-13 01:56:24,0.0371666666666668,-3.15766666666667
69,21816,2025-09-13 02:03:59,0.039666666666667,-3.20466666666667
70,22156,2025-09-13 02:10:23,0.0398333333333334,-3.304
71,23332,2025-09-13 02:32:28,0.0389999999999997,-3.32033333333333
72,23781,2025-09-13 02:40:54,0.0396666666666665,-3.338
73,23825,2025-09-13 02:41:44,0.0385,-3.302
74,23991,2025-09-13 02:44:51,0.0409999999999999,-3.334
75,24054,2025-09-13 02:46:02,0.0398333333333334,-3.16533333333333
76,24180,2025-09-13 02:48:24,0.0368333333333333,-3.39466666666667
77,24217,2025-09-13 02:49:06,0.0381666666666667,-3.25
78,24558,2025-09-13 02:55:30,0.0418333333333332,-3.41133333333333
79,24645,2025-09-13 02:57:08,0.0413333333333334,-3.18966666666667
80,24854,2025-09-13 03:01:04,0.0413333333333334,-3.23733333333333
81,25820,2025-09-13 03:19:14,0.0411666666666666,-3.31233333333333
82,25851,2025-09-13 03:19:49,0.045333333333333,-3.188
83,26635,2025-09-13 03:34:32,0.0399999999999996,-3.327
84,26845,2025-09-13 03:38:29,0.0434999999999999,-3.35366666666667
85,27790,2025-09-13 03:56:11,0.0393333333333334,-3.316
86,28260,2025-09-13 04:04:59,0.0384999999999995,-3.32666666666667
87,28428,2025-09-13 04:08:08,0.0379999999999998,-3.41166666666667
88,28486,2025-09-13 04:09:13,0.0405,-3.229
89,28838,2025-09-13 04:15:49,0.0366666666666666,-3.30566666666667
90,29263,2025-09-13 04:23:46,0.0396666666666663,-3.25033333333333
91,29317,2025-09-13 04:24:47,0.0366666666666668,-3.205
92,29504,2025-09-13 04:28:17,0.0436666666666667,-3.26866666666667
93,29613,2025-09-13 04:30:20,0.0351666666666668,-3.449
94,30025,2025-09-13 04:38:05,0.0375000000000001,-3.403
95,30120,2025-09-13 04:39:52,0.0396666666666667,-3.224
96,30212,2025-09-13 04:41:36,0.0358333333333329,-3.43233333333333
97,30429,2025-09-13 04:45:41,0.0358333333333334,-3.37533333333333
98,30487,2025-09-13 04:46:46,0.0385,-3.305
99,30526,2025-09-13 04:47:30,0.0358333333333332,-3.27566666666667
100,30631,2025-09-13 04:49:28,0.0339999999999998,-3.45233333333333
101,30665,2025-09-13 04:50:06,0.0381666666666669,-3.362
102,30714,2025-09-13 04:51:01,0.0426666666666666,-3.289
103,30773,2025-09-13 04:52:08,0.031666666666667,-3.267
104,30807,2025-09-13 04:52:46,0.037666666666667,-3.349
105,30838,2025-09-13 04:53:21,0.0353333333333337,-3.40866666666667
106,30872,2025-09-13 04:53:59,0.0325,-3.354
107,30934,2025-09-13 04:55:09,0.0358333333333334,-3.18466666666667
108,31016,2025-09-13 04:56:41,0.0338333333333332,-3.33566666666667
109,31131,2025-09-13 04:58:50,0.0410000000000004,-3.28733333333333
110,31229,2025-09-13 05:00:40,0.0368333333333333,-3.34466666666667
111,31319,2025-09-13 05:02:21,0.0398333333333334,-3.30833333333333
112,31374,2025-09-13 05:03:23,0.0364999999999998,-3.25233333333333
113,31477,2025-09-13 05:05:19,0.0369999999999999,-3.364
114,31516,2025-09-13 05:06:03,0.0373333333333332,-3.31866666666667
115,31561,2025-09-13 05:06:53,0.0363333333333333,-3.18333333333333
116,31606,2025-09-13 05:07:44,0.0328333333333335,-3.27966666666667
117,31727,2025-09-13 05:10:00,0.0343333333333333,-3.277
118,31816,2025-09-13 05:11:40,0.0331666666666668,-3.28266666666667
119,31884,2025-09-13 05:12:56,0.0361666666666667,-3.372
120,31932,2025-09-13 05:13:50,0.0368333333333333,-3.24533333333333
121,32073,2025-09-13 05:16:29,0.0353333333333337,-3.38133333333333
122,32107,2025-09-13 05:17:07,0.0415000000000003,-3.39633333333333
123,32172,2025-09-13 05:18:20,0.0365,-3.218
124,32694,2025-09-13 05:28:07,0.0384999999999998,-3.33333333333333
125,32785,2025-09-13 05:29:49,0.0366666666666668,-3.208
126,32947,2025-09-13 05:32:51,0.0386666666666666,-3.33566666666667
127,33302,2025-09-13 05:39:30,0.0363333333333333,-3.42133333333333
128,33493,2025-09-13 09:46:01,0.0343333333333331,-3.327
129,34740,2025-09-13 10:09:23,0.0364999999999998,-3.29266666666667
130,34796,2025-09-13 10:10:26,0.0390000000000001,-3.21633333333333
131,34942,2025-09-13 10:13:10,0.0386666666666666,-3.35433333333333
132,35140,2025-09-13 10:16:53,0.0363333333333333,-3.29433333333333
133,35173,2025-09-13 10:17:30,0.0368333333333337,-3.23833333333333
134,35212,2025-09-13 10:18:14,0.0373333333333334,-3.16133333333333
135,35459,2025-09-13 10:22:52,0.0373333333333334,-3.23
136,35509,2025-09-13 10:23:48,0.0373333333333334,-3.39833333333333
137,35612,2025-09-13 10:25:44,0.0363333333333333,-3.22833333333333
138,35789,2025-09-13 10:29:03,0.0361666666666665,-3.25933333333333
139,36184,2025-09-13 10:36:27,0.0388333333333333,-3.24333333333333
140,36248,2025-09-13 10:37:39,0.0411666666666668,-3.06466666666667
141,36591,2025-09-13 10:44:05,0.0405000000000002,-3.27633333333333
142,36824,2025-09-13 10:48:27,0.038,-3.192
143,37288,2025-09-13 10:57:09,0.0396666666666667,-3.227
144,37393,2025-09-13 10:59:07,0.0383333333333331,-3.34566666666667
145,37630,2025-09-13 11:03:33,0.0388333333333331,-3.319
146,37662,2025-09-13 11:04:09,0.0385,-3.267
147,38251,2025-09-13 11:15:12,0.0368333333333333,-3.277
148,38315,2025-09-13 11:16:24,0.0386666666666666,-3.121
149,38484,2025-09-13 11:19:34,0.0371666666666666,-3.20333333333333
150,38616,2025-09-13 11:22:02,0.0356666666666667,-3.23133333333333
151,38716,2025-09-13 11:23:55,0.0363333333333333,-3.16166666666667
152,38755,2025-09-13 11:24:39,0.0385,-3.10366666666667
153,38892,2025-09-13 11:27:13,0.0348333333333333,-3.25866666666667
154,39099,2025-09-13 11:31:06,0.0368333333333333,-3.28633333333333
155,39269,2025-09-13 11:34:17,0.0383333333333333,-3.279
156,39325,2025-09-13 11:35:20,0.0383333333333333,-3.19433333333333
157,39357,2025-09-13 11:35:56,0.0386666666666666,-3.12233333333333
158,39396,2025-09-13 11:36:40,0.034,-3.18066666666667
159,39435,2025-09-13 11:37:24,0.0371666666666663,-3.27366666666667
160,39482,2025-09-13 11:38:17,0.0373333333333337,-3.21366666666667
161,39546,2025-09-13 11:39:29,0.039666666666667,-3.141
162,39620,2025-09-13 11:40:52,0.032833333333333,-3.20166666666667
163,39688,2025-09-13 11:42:09,0.0406666666666669,-3.29966666666667
164,39756,2025-09-13 11:43:25,0.0385,-3.231
165,39815,2025-09-13 11:44:32,0.0325,-3.22833333333333
166,39855,2025-09-13 11:45:17,0.0323333333333335,-3.32266666666667
167,39896,2025-09-13 11:46:03,0.038,-3.29666666666667
168,39969,2025-09-13 11:47:25,0.0383333333333333,-3.09533333333333
169,40009,2025-09-13 11:48:10,0.0358333333333334,-3.159
170,40056,2025-09-13 11:49:03,0.0335000000000001,-3.305
171,40087,2025-09-13 11:49:38,0.0361666666666669,-3.30633333333333
172,40128,2025-09-13 11:50:24,0.0366666666666668,-3.206
173,40257,2025-09-13 11:52:49,0.0356666666666667,-3.27366666666667
174,40297,2025-09-13 11:53:34,0.0336666666666665,-3.26966666666667
175,40358,2025-09-13 11:54:43,0.0376666666666665,-3.24033333333333
176,40503,2025-09-13 11:57:26,0.0323333333333333,-3.32366666666667
177,40560,2025-09-13 11:58:30,0.0423333333333336,-3.238
178,40622,2025-09-13 11:59:40,0.0416666666666665,-3.12466666666667
179,40707,2025-09-13 12:01:16,0.0321666666666662,-3.266
180,40787,2025-09-13 12:02:46,0.0356666666666667,-3.134
181,40860,2025-09-13 12:04:08,0.0335000000000001,-3.16766666666667
182,41007,2025-09-13 12:06:54,0.0388333333333335,-3.103
183,41073,2025-09-13 12:08:08,0.0325,-3.23666666666667
184,41143,2025-09-13 12:09:27,0.0375000000000003,-3.232
185,41206,2025-09-13 12:10:38,0.0403333333333331,-3.07733333333333
186,41258,2025-09-13 12:11:36,0.0348333333333333,-3.19633333333333
187,41314,2025-09-13 12:12:39,0.0390000000000004,-3.316
188,41498,2025-09-13 12:16:06,0.0334999999999999,-3.305
189,41549,2025-09-13 12:17:04,0.0351666666666666,-3.24733333333333
190,41589,2025-09-13 12:17:49,0.0351666666666666,-3.19366666666667
191,41680,2025-09-13 12:19:31,0.0343333333333331,-3.22833333333333
192,41804,2025-09-13 12:21:51,0.0385,-3.194
193,41908,2025-09-13 12:23:48,0.038,-3.309
194,42022,2025-09-13 12:25:56,0.0363333333333331,-3.09466666666667
195,42126,2025-09-13 12:27:53,0.034,-3.26533333333333
196,42195,2025-09-13 12:29:11,0.036,-3.17833333333333
197,42263,2025-09-13 12:30:28,0.0339999999999998,-3.07733333333333
198,42355,2025-09-13 12:32:11,0.0325000000000002,-3.21633333333333
199,42439,2025-09-13 12:33:46,0.0381666666666665,-3.06533333333333
200,42598,2025-09-13 12:36:45,0.0368333333333335,-3.21733333333333
201,42651,2025-09-13 12:37:45,0.0353333333333332,-3.09233333333333
202,42707,2025-09-13 12:38:48,0.0338333333333334,-3.24566666666667
203,42765,2025-09-13 12:39:53,0.0333333333333332,-3.245
204,42850,2025-09-13 12:41:29,0.0384999999999998,-3.03866666666667
205,42952,2025-09-13 12:43:24,0.0366666666666668,-3.32533333333333
206,43018,2025-09-13 12:44:38,0.0369999999999999,-3.19233333333333
207,43059,2025-09-13 12:45:24,0.0351666666666666,-3.18433333333333
208,43139,2025-09-13 12:46:54,0.033166666666667,-3.35966666666667
209,43178,2025-09-13 12:47:38,0.0341666666666667,-3.24333333333333
210,43217,2025-09-13 12:48:22,0.0335000000000001,-3.202
211,43318,2025-09-13 12:50:16,0.0370000000000001,-3.242
212,43361,2025-09-13 12:51:04,0.0334999999999996,-3.33
213,43436,2025-09-13 12:52:29,0.0371666666666668,-3.201
214,43523,2025-09-13 12:54:07,0.0303333333333333,-3.17733333333333
215,43564,2025-09-13 12:54:53,0.0328333333333333,-3.33533333333333
